image_path,perturbation,original_pred,original_conf,perturbed_pred,perturbed_conf,prediction_flipped,confidence_delta
data/SkinDisease/SkinDisease/test/Unknown_Normal/254_jpg.rf.1d7ce799f366505919beb008b08be4ca.jpeg,contrast_+40%,Unknown_Normal,0.9999523162841797,Unknown_Normal,0.9997757077217102,False,-0.00017660856246948242
data/SkinDisease/SkinDisease/test/Unknown_Normal/254_jpg.rf.1d7ce799f366505919beb008b08be4ca.jpeg,rotation_10deg,Unknown_Normal,0.9999523162841797,Unknown_Normal,0.9998001456260681,False,-0.00015217065811157227
data/SkinDisease/SkinDisease/test/Unknown_Normal/254_jpg.rf.1d7ce799f366505919beb008b08be4ca.jpeg,downscale_upscale_0.5x,Unknown_Normal,0.9999523162841797,Unknown_Normal,0.9999573230743408,False,5.0067901611328125e-06
data/SkinDisease/SkinDisease/test/Unknown_Normal/254_jpg.rf.1d7ce799f366505919beb008b08be4ca.jpeg,jpeg_quality_30,Unknown_Normal,0.9999523162841797,Unknown_Normal,0.9999551773071289,False,2.86102294921875e-06
data/SkinDisease/SkinDisease/test/Lupus/2528__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDNd.jpeg,brightness_+40%,Lupus,0.8701360821723938,Lupus,0.7942107319831848,False,-0.07592535018920898
data/SkinDisease/SkinDisease/test/Lupus/2528__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDNd.jpeg,contrast_+40%,Lupus,0.8701360821723938,Lupus,0.9130341410636902,False,0.04289805889129639
data/SkinDisease/SkinDisease/test/Lupus/2528__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDNd.jpeg,rotation_10deg,Lupus,0.8701360821723938,Lupus,0.9475821256637573,False,0.07744604349136353
data/SkinDisease/SkinDisease/test/Lupus/2528__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDNd.jpeg,downscale_upscale_0.5x,Lupus,0.8701360821723938,Lupus,0.9528855681419373,False,0.08274948596954346
data/SkinDisease/SkinDisease/test/Lupus/2528__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDNd.jpeg,jpeg_quality_30,Lupus,0.8701360821723938,Bullous,0.3827773332595825,True,-0.4873587489128113
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-18.jpeg,brightness_+40%,Lichen,0.9998973608016968,Lichen,0.9994077682495117,False,-0.0004895925521850586
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-18.jpeg,contrast_+40%,Lichen,0.9998973608016968,Lichen,0.9998645782470703,False,-3.2782554626464844e-05
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-18.jpeg,rotation_10deg,Lichen,0.9998973608016968,Lichen,0.9995242357254028,False,-0.0003731250762939453
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-18.jpeg,downscale_upscale_0.5x,Lichen,0.9998973608016968,Lichen,0.9999487400054932,False,5.137920379638672e-05
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-18.jpeg,jpeg_quality_30,Lichen,0.9998973608016968,Lichen,0.9881228804588318,False,-0.01177448034286499
data/SkinDisease/SkinDisease/test/Warts/warts-flat-52.jpeg,brightness_+40%,Acne,0.7535585761070251,Acne,0.7120214104652405,False,-0.04153716564178467
data/SkinDisease/SkinDisease/test/Warts/warts-flat-52.jpeg,contrast_+40%,Acne,0.7535585761070251,Acne,0.9529382586479187,False,0.19937968254089355
data/SkinDisease/SkinDisease/test/Warts/warts-flat-52.jpeg,rotation_10deg,Acne,0.7535585761070251,Lupus,0.546489953994751,True,-0.20706862211227417
data/SkinDisease/SkinDisease/test/Warts/warts-flat-52.jpeg,downscale_upscale_0.5x,Acne,0.7535585761070251,Acne,0.5904234051704407,False,-0.16313517093658447
data/SkinDisease/SkinDisease/test/Warts/warts-flat-52.jpeg,jpeg_quality_30,Acne,0.7535585761070251,Benign_tumors,0.48837095499038696,True,-0.2651876211166382
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-109.jpeg,brightness_+40%,Rosacea,0.7213863730430603,Rosacea,0.8017651438713074,False,0.08037877082824707
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-109.jpeg,contrast_+40%,Rosacea,0.7213863730430603,Rosacea,0.5675515532493591,False,-0.15383481979370117
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-109.jpeg,rotation_10deg,Rosacea,0.7213863730430603,Sun_Sunlight_Damage,0.581685483455658,True,-0.13970088958740234
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-109.jpeg,downscale_upscale_0.5x,Rosacea,0.7213863730430603,Rosacea,0.9769407510757446,False,0.2555543780326843
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-109.jpeg,jpeg_quality_30,Rosacea,0.7213863730430603,Rosacea,0.9568244218826294,False,0.2354380488395691
data/SkinDisease/SkinDisease/test/SkinCancer/malignant-melanoma-19.jpeg,brightness_+40%,Vascular_Tumors,0.9404035210609436,Vascular_Tumors,0.9141625761985779,False,-0.026240944862365723
data/SkinDisease/SkinDisease/test/SkinCancer/malignant-melanoma-19.jpeg,contrast_+40%,Vascular_Tumors,0.9404035210609436,Vascular_Tumors,0.7540568709373474,False,-0.1863466501235962
data/SkinDisease/SkinDisease/test/SkinCancer/malignant-melanoma-19.jpeg,rotation_10deg,Vascular_Tumors,0.9404035210609436,Vascular_Tumors,0.3582523465156555,False,-0.5821511745452881
data/SkinDisease/SkinDisease/test/SkinCancer/malignant-melanoma-19.jpeg,downscale_upscale_0.5x,Vascular_Tumors,0.9404035210609436,Vascular_Tumors,0.7306491136550903,False,-0.20975440740585327
data/SkinDisease/SkinDisease/test/SkinCancer/malignant-melanoma-19.jpeg,jpeg_quality_30,Vascular_Tumors,0.9404035210609436,Vascular_Tumors,0.8094664812088013,False,-0.13093703985214233
data/SkinDisease/SkinDisease/test/Unknown_Normal/download (21).jpeg,brightness_+40%,Unknown_Normal,0.9988870024681091,Unknown_Normal,0.9986359477043152,False,-0.0002510547637939453
data/SkinDisease/SkinDisease/test/Unknown_Normal/download (21).jpeg,contrast_+40%,Unknown_Normal,0.9988870024681091,Unknown_Normal,0.9992213249206543,False,0.000334322452545166
data/SkinDisease/SkinDisease/test/Unknown_Normal/download (21).jpeg,rotation_10deg,Unknown_Normal,0.9988870024681091,Unknown_Normal,0.99988853931427,False,0.0010015368461608887
data/SkinDisease/SkinDisease/test/Unknown_Normal/download (21).jpeg,downscale_upscale_0.5x,Unknown_Normal,0.9988870024681091,Unknown_Normal,0.996800422668457,False,-0.0020865797996520996
data/SkinDisease/SkinDisease/test/Unknown_Normal/download (21).jpeg,jpeg_quality_30,Unknown_Normal,0.9988870024681091,Unknown_Normal,0.9990214109420776,False,0.00013440847396850586
data/SkinDisease/SkinDisease/test/Actinic_Keratosis/actinic-cheilitis-sq-cell-lip-10.jpeg,brightness_+40%,Eczema,0.26036420464515686,Tinea,0.3338868021965027,True,0.07352259755134583
data/SkinDisease/SkinDisease/test/Actinic_Keratosis/actinic-cheilitis-sq-cell-lip-10.jpeg,contrast_+40%,Eczema,0.26036420464515686,Tinea,0.37094902992248535,True,0.11058482527732849
data/SkinDisease/SkinDisease/test/Actinic_Keratosis/actinic-cheilitis-sq-cell-lip-10.jpeg,rotation_10deg,Eczema,0.26036420464515686,Actinic_Keratosis,0.3702084422111511,True,0.10984423756599426
data/SkinDisease/SkinDisease/test/Actinic_Keratosis/actinic-cheilitis-sq-cell-lip-10.jpeg,downscale_upscale_0.5x,Eczema,0.26036420464515686,Eczema,0.35419613122940063,False,0.09383192658424377
data/SkinDisease/SkinDisease/test/Actinic_Keratosis/actinic-cheilitis-sq-cell-lip-10.jpeg,jpeg_quality_30,Eczema,0.26036420464515686,Actinic_Keratosis,0.9133886694908142,True,0.6530244648456573
data/SkinDisease/SkinDisease/test/Candidiasis/1269__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,brightness_+40%,Actinic_Keratosis,0.4240940809249878,Actinic_Keratosis,0.48688840866088867,False,0.06279432773590088
data/SkinDisease/SkinDisease/test/Candidiasis/1269__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,contrast_+40%,Actinic_Keratosis,0.4240940809249878,Actinic_Keratosis,0.4991614520549774,False,0.07506737112998962
data/SkinDisease/SkinDisease/test/Candidiasis/1269__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,rotation_10deg,Actinic_Keratosis,0.4240940809249878,Actinic_Keratosis,0.5453020334243774,False,0.12120795249938965
data/SkinDisease/SkinDisease/test/Candidiasis/1269__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,downscale_upscale_0.5x,Actinic_Keratosis,0.4240940809249878,Actinic_Keratosis,0.9030470252037048,False,0.47895294427871704
data/SkinDisease/SkinDisease/test/Candidiasis/1269__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,jpeg_quality_30,Actinic_Keratosis,0.4240940809249878,Vitiligo,0.8771335482597351,True,0.4530394673347473
data/SkinDisease/SkinDisease/test/Benign_tumors/porokeratosis-3.jpeg,brightness_+40%,Benign_tumors,0.9941956400871277,Benign_tumors,0.9719109535217285,False,-0.02228468656539917
data/SkinDisease/SkinDisease/test/Benign_tumors/porokeratosis-3.jpeg,contrast_+40%,Benign_tumors,0.9941956400871277,Benign_tumors,0.9957634210586548,False,0.0015677809715270996
data/SkinDisease/SkinDisease/test/Benign_tumors/porokeratosis-3.jpeg,rotation_10deg,Benign_tumors,0.9941956400871277,Benign_tumors,0.9662808775901794,False,-0.027914762496948242
data/SkinDisease/SkinDisease/test/Benign_tumors/porokeratosis-3.jpeg,downscale_upscale_0.5x,Benign_tumors,0.9941956400871277,Benign_tumors,0.9846936464309692,False,-0.009501993656158447
data/SkinDisease/SkinDisease/test/Benign_tumors/porokeratosis-3.jpeg,jpeg_quality_30,Benign_tumors,0.9941956400871277,Seborrh_Keratoses,0.674479067325592,True,-0.31971657276153564
data/SkinDisease/SkinDisease/test/Unknown_Normal/104_jpg.rf.cfcee7099c3a287e4db78ed28dae4576.jpeg,brightness_+40%,Unknown_Normal,0.9997802376747131,Unknown_Normal,0.5392856001853943,False,-0.46049463748931885
data/SkinDisease/SkinDisease/test/Unknown_Normal/104_jpg.rf.cfcee7099c3a287e4db78ed28dae4576.jpeg,contrast_+40%,Unknown_Normal,0.9997802376747131,Unknown_Normal,0.9979438185691833,False,-0.0018364191055297852
data/SkinDisease/SkinDisease/test/Unknown_Normal/104_jpg.rf.cfcee7099c3a287e4db78ed28dae4576.jpeg,rotation_10deg,Unknown_Normal,0.9997802376747131,Unknown_Normal,0.9230511784553528,False,-0.07672905921936035
data/SkinDisease/SkinDisease/test/Unknown_Normal/104_jpg.rf.cfcee7099c3a287e4db78ed28dae4576.jpeg,downscale_upscale_0.5x,Unknown_Normal,0.9997802376747131,Unknown_Normal,0.9993273019790649,False,-0.00045293569564819336
data/SkinDisease/SkinDisease/test/Unknown_Normal/104_jpg.rf.cfcee7099c3a287e4db78ed28dae4576.jpeg,jpeg_quality_30,Unknown_Normal,0.9997802376747131,Unknown_Normal,0.9990278482437134,False,-0.0007523894309997559
data/SkinDisease/SkinDisease/test/Benign_tumors/keratoacanthoma-135.jpeg,brightness_+40%,Benign_tumors,0.9998747110366821,Benign_tumors,0.9996664524078369,False,-0.00020825862884521484
data/SkinDisease/SkinDisease/test/Benign_tumors/keratoacanthoma-135.jpeg,contrast_+40%,Benign_tumors,0.9998747110366821,Benign_tumors,0.9999072551727295,False,3.254413604736328e-05
data/SkinDisease/SkinDisease/test/Benign_tumors/keratoacanthoma-135.jpeg,rotation_10deg,Benign_tumors,0.9998747110366821,Benign_tumors,0.9993128776550293,False,-0.000561833381652832
data/SkinDisease/SkinDisease/test/Benign_tumors/keratoacanthoma-135.jpeg,downscale_upscale_0.5x,Benign_tumors,0.9998747110366821,Benign_tumors,0.998761773109436,False,-0.0011129379272460938
data/SkinDisease/SkinDisease/test/Benign_tumors/keratoacanthoma-135.jpeg,jpeg_quality_30,Benign_tumors,0.9998747110366821,Benign_tumors,0.9962683320045471,False,-0.0036063790321350098
data/SkinDisease/SkinDisease/test/SkinCancer/basal-cell-carcinoma-nose-38.jpeg,brightness_+40%,Benign_tumors,0.3854023814201355,Moles,0.3694535195827484,True,-0.015948861837387085
data/SkinDisease/SkinDisease/test/SkinCancer/basal-cell-carcinoma-nose-38.jpeg,contrast_+40%,Benign_tumors,0.3854023814201355,Benign_tumors,0.6837798953056335,False,0.29837751388549805
data/SkinDisease/SkinDisease/test/SkinCancer/basal-cell-carcinoma-nose-38.jpeg,rotation_10deg,Benign_tumors,0.3854023814201355,Benign_tumors,0.8052555322647095,False,0.419853150844574
data/SkinDisease/SkinDisease/test/SkinCancer/basal-cell-carcinoma-nose-38.jpeg,downscale_upscale_0.5x,Benign_tumors,0.3854023814201355,Benign_tumors,0.3351513743400574,False,-0.050251007080078125
data/SkinDisease/SkinDisease/test/SkinCancer/basal-cell-carcinoma-nose-38.jpeg,jpeg_quality_30,Benign_tumors,0.3854023814201355,DrugEruption,0.9431166648864746,True,0.5577142834663391
data/SkinDisease/SkinDisease/test/Vascular_Tumors/venous-malformations-36.jpeg,brightness_+40%,Vascular_Tumors,0.9603350162506104,Vascular_Tumors,0.9145824909210205,False,-0.045752525329589844
data/SkinDisease/SkinDisease/test/Vascular_Tumors/venous-malformations-36.jpeg,contrast_+40%,Vascular_Tumors,0.9603350162506104,Vascular_Tumors,0.8724047541618347,False,-0.08793026208877563
data/SkinDisease/SkinDisease/test/Vascular_Tumors/venous-malformations-36.jpeg,rotation_10deg,Vascular_Tumors,0.9603350162506104,Vascular_Tumors,0.9597684741020203,False,-0.0005665421485900879
data/SkinDisease/SkinDisease/test/Vascular_Tumors/venous-malformations-36.jpeg,downscale_upscale_0.5x,Vascular_Tumors,0.9603350162506104,Actinic_Keratosis,0.635293185710907,True,-0.32504183053970337
data/SkinDisease/SkinDisease/test/Vascular_Tumors/venous-malformations-36.jpeg,jpeg_quality_30,Vascular_Tumors,0.9603350162506104,Actinic_Keratosis,0.9980637431144714,True,0.037728726863861084
data/SkinDisease/SkinDisease/test/Seborrh_Keratoses/seborrheic-keratoses-ruff-179.jpeg,brightness_+40%,Seborrh_Keratoses,0.8678203821182251,Seborrh_Keratoses,0.6840766072273254,False,-0.18374377489089966
data/SkinDisease/SkinDisease/test/Seborrh_Keratoses/seborrheic-keratoses-ruff-179.jpeg,contrast_+40%,Seborrh_Keratoses,0.8678203821182251,Seborrh_Keratoses,0.6260185241699219,False,-0.24180185794830322
data/SkinDisease/SkinDisease/test/Seborrh_Keratoses/seborrheic-keratoses-ruff-179.jpeg,rotation_10deg,Seborrh_Keratoses,0.8678203821182251,Seborrh_Keratoses,0.7669066786766052,False,-0.10091370344161987
data/SkinDisease/SkinDisease/test/Seborrh_Keratoses/seborrheic-keratoses-ruff-179.jpeg,downscale_upscale_0.5x,Seborrh_Keratoses,0.8678203821182251,Benign_tumors,0.4833226501941681,True,-0.384497731924057
data/SkinDisease/SkinDisease/test/Seborrh_Keratoses/seborrheic-keratoses-ruff-179.jpeg,jpeg_quality_30,Seborrh_Keratoses,0.8678203821182251,Seborrh_Keratoses,0.3592948019504547,False,-0.5085255801677704
data/SkinDisease/SkinDisease/test/Acne/acne-open-comedo-26.jpeg,brightness_+40%,Warts,0.6157755255699158,Vascular_Tumors,0.49217748641967773,True,-0.12359803915023804
data/SkinDisease/SkinDisease/test/Acne/acne-open-comedo-26.jpeg,contrast_+40%,Warts,0.6157755255699158,Vascular_Tumors,0.39444342255592346,True,-0.2213321030139923
data/SkinDisease/SkinDisease/test/Acne/acne-open-comedo-26.jpeg,rotation_10deg,Warts,0.6157755255699158,DrugEruption,0.2425743192434311,True,-0.3732012063264847
data/SkinDisease/SkinDisease/test/Acne/acne-open-comedo-26.jpeg,downscale_upscale_0.5x,Warts,0.6157755255699158,Lupus,0.6665586829185486,True,0.05078315734863281
data/SkinDisease/SkinDisease/test/Acne/acne-open-comedo-26.jpeg,jpeg_quality_30,Warts,0.6157755255699158,DrugEruption,0.6369830369949341,True,0.02120751142501831
data/SkinDisease/SkinDisease/test/Vascular_Tumors/telangiectasias-48.jpeg,brightness_+40%,Vascular_Tumors,0.9924604296684265,Vascular_Tumors,0.6010066270828247,False,-0.3914538025856018
data/SkinDisease/SkinDisease/test/Vascular_Tumors/telangiectasias-48.jpeg,contrast_+40%,Vascular_Tumors,0.9924604296684265,Vascular_Tumors,0.9982958436012268,False,0.005835413932800293
data/SkinDisease/SkinDisease/test/Vascular_Tumors/telangiectasias-48.jpeg,rotation_10deg,Vascular_Tumors,0.9924604296684265,Vascular_Tumors,0.9777100086212158,False,-0.014750421047210693
data/SkinDisease/SkinDisease/test/Vascular_Tumors/telangiectasias-48.jpeg,downscale_upscale_0.5x,Vascular_Tumors,0.9924604296684265,Vascular_Tumors,0.8930712342262268,False,-0.09938919544219971
data/SkinDisease/SkinDisease/test/Vascular_Tumors/telangiectasias-48.jpeg,jpeg_quality_30,Vascular_Tumors,0.9924604296684265,Vasculitis,0.8318179845809937,True,-0.16064244508743286
data/SkinDisease/SkinDisease/test/Bullous/dermatitis-herpetiformis-35.jpeg,brightness_+40%,Bullous,0.5758102536201477,Bullous,0.7886372208595276,False,0.21282696723937988
data/SkinDisease/SkinDisease/test/Bullous/dermatitis-herpetiformis-35.jpeg,contrast_+40%,Bullous,0.5758102536201477,Bullous,0.7957927584648132,False,0.21998250484466553
data/SkinDisease/SkinDisease/test/Bullous/dermatitis-herpetiformis-35.jpeg,rotation_10deg,Bullous,0.5758102536201477,Bullous,0.8551379442214966,False,0.2793276906013489
data/SkinDisease/SkinDisease/test/Bullous/dermatitis-herpetiformis-35.jpeg,downscale_upscale_0.5x,Bullous,0.5758102536201477,Bullous,0.5238103270530701,False,-0.05199992656707764
data/SkinDisease/SkinDisease/test/Bullous/dermatitis-herpetiformis-35.jpeg,jpeg_quality_30,Bullous,0.5758102536201477,Bullous,0.7654959559440613,False,0.18968570232391357
data/SkinDisease/SkinDisease/test/Tinea/tinea-hand-dorsum-16.jpeg,brightness_+40%,Tinea,0.9950644373893738,Tinea,0.9611039161682129,False,-0.03396052122116089
data/SkinDisease/SkinDisease/test/Tinea/tinea-hand-dorsum-16.jpeg,contrast_+40%,Tinea,0.9950644373893738,Tinea,0.9980090260505676,False,0.0029445886611938477
data/SkinDisease/SkinDisease/test/Tinea/tinea-hand-dorsum-16.jpeg,rotation_10deg,Tinea,0.9950644373893738,Tinea,0.9802983403205872,False,-0.014766097068786621
data/SkinDisease/SkinDisease/test/Tinea/tinea-hand-dorsum-16.jpeg,downscale_upscale_0.5x,Tinea,0.9950644373893738,Tinea,0.7434172630310059,False,-0.2516471743583679
data/SkinDisease/SkinDisease/test/Tinea/tinea-hand-dorsum-16.jpeg,jpeg_quality_30,Tinea,0.9950644373893738,Tinea,0.912803053855896,False,-0.08226138353347778
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-nail-024__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,brightness_+40%,Lichen,0.999916672706604,Lichen,0.9998444318771362,False,-7.224082946777344e-05
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-nail-024__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,contrast_+40%,Lichen,0.999916672706604,Lichen,0.99962317943573,False,-0.00029349327087402344
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-nail-024__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,rotation_10deg,Lichen,0.999916672706604,Lichen,0.9999752044677734,False,5.8531761169433594e-05
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-nail-024__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,downscale_upscale_0.5x,Lichen,0.999916672706604,Lichen,0.9999483823776245,False,3.170967102050781e-05
data/SkinDisease/SkinDisease/test/Lichen/lichen-planus-nail-024__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,jpeg_quality_30,Lichen,0.999916672706604,Lichen,0.9756704568862915,False,-0.0242462158203125
data/SkinDisease/SkinDisease/test/Warts/genital-warts-31.jpeg,brightness_+40%,Warts,0.9978070855140686,Warts,0.9041295647621155,False,-0.09367752075195312
data/SkinDisease/SkinDisease/test/Warts/genital-warts-31.jpeg,contrast_+40%,Warts,0.9978070855140686,Warts,0.9967522621154785,False,-0.0010548233985900879
data/SkinDisease/SkinDisease/test/Warts/genital-warts-31.jpeg,rotation_10deg,Warts,0.9978070855140686,Warts,0.999774158000946,False,0.0019670724868774414
data/SkinDisease/SkinDisease/test/Warts/genital-warts-31.jpeg,downscale_upscale_0.5x,Warts,0.9978070855140686,Warts,0.9955488443374634,False,-0.0022582411766052246
data/SkinDisease/SkinDisease/test/Warts/genital-warts-31.jpeg,jpeg_quality_30,Warts,0.9978070855140686,Warts,0.27649402618408203,False,-0.7213130593299866
data/SkinDisease/SkinDisease/test/Tinea/tincorp5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpeg,brightness_+40%,Tinea,0.9864554405212402,Tinea,0.5333078503608704,False,-0.4531475901603699
data/SkinDisease/SkinDisease/test/Tinea/tincorp5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpeg,contrast_+40%,Tinea,0.9864554405212402,Tinea,0.7589991092681885,False,-0.22745633125305176
data/SkinDisease/SkinDisease/test/Tinea/tincorp5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpeg,rotation_10deg,Tinea,0.9864554405212402,Tinea,0.681812047958374,False,-0.3046433925628662
data/SkinDisease/SkinDisease/test/Tinea/tincorp5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpeg,downscale_upscale_0.5x,Tinea,0.9864554405212402,Tinea,0.9498990774154663,False,-0.036556363105773926
data/SkinDisease/SkinDisease/test/Tinea/tincorp5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDE2XQ.jpeg,jpeg_quality_30,Tinea,0.9864554405212402,DrugEruption,0.485074907541275,True,-0.5013805329799652
data/SkinDisease/SkinDisease/test/Vitiligo/the-initial-stage-of-vitiligo-skin-disease.jpeg,brightness_+40%,Unknown_Normal,0.9982815980911255,Unknown_Normal,0.9842060804367065,False,-0.014075517654418945
data/SkinDisease/SkinDisease/test/Vitiligo/the-initial-stage-of-vitiligo-skin-disease.jpeg,contrast_+40%,Unknown_Normal,0.9982815980911255,Unknown_Normal,0.9951956868171692,False,-0.003085911273956299
data/SkinDisease/SkinDisease/test/Vitiligo/the-initial-stage-of-vitiligo-skin-disease.jpeg,rotation_10deg,Unknown_Normal,0.9982815980911255,Unknown_Normal,0.9975392818450928,False,-0.0007423162460327148
data/SkinDisease/SkinDisease/test/Vitiligo/the-initial-stage-of-vitiligo-skin-disease.jpeg,downscale_upscale_0.5x,Unknown_Normal,0.9982815980911255,Unknown_Normal,0.9860596060752869,False,-0.012221992015838623
data/SkinDisease/SkinDisease/test/Vitiligo/the-initial-stage-of-vitiligo-skin-disease.jpeg,jpeg_quality_30,Unknown_Normal,0.9982815980911255,Unknown_Normal,0.9941463470458984,False,-0.004135251045227051
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-nose-29.jpeg,brightness_+40%,Rosacea,0.9998624324798584,Rosacea,0.9978511333465576,False,-0.0020112991333007812
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-nose-29.jpeg,contrast_+40%,Rosacea,0.9998624324798584,Rosacea,0.9997546076774597,False,-0.00010782480239868164
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-nose-29.jpeg,rotation_10deg,Rosacea,0.9998624324798584,Rosacea,0.999498724937439,False,-0.0003637075424194336
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-nose-29.jpeg,downscale_upscale_0.5x,Rosacea,0.9998624324798584,Rosacea,0.9997387528419495,False,-0.00012367963790893555
data/SkinDisease/SkinDisease/test/Rosacea/rosacea-nose-29.jpeg,jpeg_quality_30,Rosacea,0.9998624324798584,Rosacea,0.9991955161094666,False,-0.0006669163703918457
data/SkinDisease/SkinDisease/test/DrugEruption/images328.jpeg,brightness_+40%,DrugEruption,0.9509461522102356,DrugEruption,0.9895205497741699,False,0.038574397563934326
data/SkinDisease/SkinDisease/test/DrugEruption/images328.jpeg,contrast_+40%,DrugEruption,0.9509461522102356,DrugEruption,0.6068807244300842,False,-0.34406542778015137
data/SkinDisease/SkinDisease/test/DrugEruption/images328.jpeg,rotation_10deg,DrugEruption,0.9509461522102356,DrugEruption,0.9792594909667969,False,0.02831333875656128
data/SkinDisease/SkinDisease/test/DrugEruption/images328.jpeg,downscale_upscale_0.5x,DrugEruption,0.9509461522102356,DrugEruption,0.7373555898666382,False,-0.2135905623435974
data/SkinDisease/SkinDisease/test/DrugEruption/images328.jpeg,jpeg_quality_30,DrugEruption,0.9509461522102356,Actinic_Keratosis,0.9940391778945923,True,0.04309302568435669
data/SkinDisease/SkinDisease/test/Lichen/Lichen-Planus-Oral-31.jpeg,brightness_+40%,Lichen,0.9971488118171692,Lichen,0.9980363249778748,False,0.0008875131607055664
